image_name,question,correct_answer,question_type,answer_type,map_type,image_size_bucket,geographic_level
24.jpg,How many must see locations are at a park?,4,['Visual'],Counting,_mixed,0.5–2MP,_city
24.jpg,How many must see locations are at the river?,1,['Visual'],Counting,_mixed,0.5–2MP,_city
24.jpg,Is more city above or below the highway shown?,Above,"['Visual', 'Positional', 'Comparative']",Boolean,_mixed,0.5–2MP,_city
25.png,"Looking at the map, which country is colored white?",United States.,['Visual'],Single Entity,_choropleth,>8MP,_world
25.png,List the countries in North America with the darkest red.,Mexico.,"['Visual', 'Positional', 'Comparative']",Listing,_choropleth,>8MP,_world
25.png,What color is South Africa colored in?,Orange.,"['Visual', 'Positional']",Single Entity,_choropleth,>8MP,_world
25.png,What color is India colored in?,Orange.,['Visual'],Single Entity,_choropleth,>8MP,_world
25.png,Are there are orange countries in North America?,Yes,"['Visual', 'Positional']",Boolean,_choropleth,>8MP,_world
25.png,Which color is Mongolia colored in?,orange,['Visual'],Single Entity,_choropleth,>8MP,_world
25.png,"Looking at the map, which country that borders India shares the same color?",Pakistan.,"['Visual', 'Positional']",Single Entity,_choropleth,>8MP,_world
25.png,List all countries in South America that are colored yellow.,"Guyana, Suriname, French Guiana,Paraguay","['Visual', 'Positional']",Listing,_choropleth,>8MP,_world
25.png,"Looking at the map, what color is Mauritania?",yellow,['Visual'],Single Entity,_choropleth,>8MP,_world
25.png,"Looking at the map, which country bordering Libya is given the same color?",Egypt,"['Visual', 'Positional']",Single Entity,_choropleth,>8MP,_world
26.png,Which state has the lightest (highest-value) color on the map?,Nebraska,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
26.png,Which southeastern state has the lowest-value (darkest purple) shade?,Mississippi,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
26.png,Which Midwestern state is darkest in color?,Illinois,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
26.png,Which state shows a value closest to the national minimum (deep blue)?,Alaska,"['Visual', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
26.png,Which northeastern state has the highest (yellowest) rank?,Maine,"['Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
26.png,Which state directly west of Illinois has a much higher value (lighter shade)?,Lowa,"['Visual', 'Positional', 'Comparative']",Single Entity,_choropleth,0.5–2MP,_country
27.jpg,What is the total price of the gray zone?,743,['Visual'],Single Entity,_layout,2–8MP,_building
27.jpg,Which zone is nearest to the video board?,E,"['Positional', 'Comparative']",Single Entity,_layout,2–8MP,_building
27.jpg,Which zones contain visitors and single game tickets?,"Zone E, Zone F, No Seat Premium Zone",['Positional'],Listing,_layout,2–8MP,_building
27.jpg,What is the entry point of the student section?,Southeast Gate B,['Visual'],Single Entity,_layout,2–8MP,_building
27.jpg,What is the difference between the 2024 premium price of the yellow zone and the purple zone?,500,"['Visual', 'Positional']",Single Entity,_layout,2–8MP,_building
27.jpg,How many total gates are there on the map?,11,['Other'],Counting,_layout,2–8MP,_building
27.jpg,Which color is used to represent the touchdown club?,Red,['Visual'],Single Entity,_layout,2–8MP,_building
27.jpg,How many wheelchair sections are there in the map?,6,['Visual'],Counting,_layout,2–8MP,_building
27.jpg,Which section has been represented with white?,No Seat Premium Zone,['Visual'],Single Entity,_layout,2–8MP,_building
27.jpg,Between which two gates can we find will call?,"H, G",['Positional'],Listing,_layout,2–8MP,_building
28.jpg,What color represents North America on this stylized world map?,Purple,"['Visual', 'Positional']",Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,Which continent is depicted in bright yellow in the bottom right portion?,Australia,"['Visual', 'Positional', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,How many distinct color regions are visible in the representation of Asia?,5,['Visual'],Counting,_cartogram,0.1–0.5MP,_world
28.jpg,What color is used to represent South America on this map?,Green,"['Visual', 'Positional']",Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,Which continent appears to have a thin red line extending southward from it?,Africa,['Visual'],Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,What unusual feature connects Southeast Asia to Australia on this stylized map?,Yellow streaks or bridges,['Positional'],Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,What color is Antarctica on this map?,Not visible or not colored,['Visual'],Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,Which continent appears in the brightest neon green color?,Asia,['Visual'],Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,What is the dominant background color of the oceans on this world map?,Light blue or cyan,['Visual'],Single Entity,_cartogram,0.1–0.5MP,_world
28.jpg,Which continent is represented with the most varied color palette?,Asia,"['Visual', 'Comparative']",Single Entity,_cartogram,0.1–0.5MP,_world
29.png,How many connection points are there on the map?,0,['Other'],Counting,_network,0.5–2MP,_neighborhood
29.png,The only point of interest in the map is near which time point?,F,['Positional'],Single Entity,_network,0.5–2MP,_neighborhood
29.png,Which school is closest to San Carlos?,Heather School,['Comparative'],Single Entity,_network,0.5–2MP,_neighborhood
29.png,Which street has been mentioned twice in the map?,Club,['Other'],Single Entity,_network,0.5–2MP,_neighborhood
29.png,What color is used to represent the bus route?,Orange,['Visual'],Single Entity,_network,0.5–2MP,_neighborhood
29.png,"If I am walking on Cherry, then reach Elm, then take a left and then a right, where do I reach?",Arroyo,['Positional'],Reasoning,_network,0.5–2MP,_neighborhood
29.png,How many AM bus stops are there on the map?,23,['Other'],Counting,_network,0.5–2MP,_neighborhood
29.png,What color is used to represent the schools?,Blue,['Visual'],Single Entity,_network,0.5–2MP,_neighborhood
29.png,How many street names start with 'C'?,6,['Other'],Counting,_network,0.5–2MP,_neighborhood
29.png,Which two streets are the endpoints of the route?,"El Camino Real, Ralston",['Other'],Listing,_network,0.5–2MP,_neighborhood
30.jpg,"What color arrow marks migration 50,000–35,000 years ago?",Purple,['Visual'],Single Entity,_network,0.1–0.5MP,_world
30.jpg,Which ocean did humans cross to enter North America?,Pacific,['Positional'],Single Entity,_network,0.1–0.5MP,_world
30.jpg,What time period does the green arrow indicate?,at least 30000 years ago,['Visual'],Single Entity,_network,0.1–0.5MP,_world
30.jpg,How many migration waves reach Australia?,2,['Other'],Counting,_network,0.1–0.5MP,_world
30.jpg,How many oceans are labeled on the map?,4,['Visual'],Counting,_network,0.1–0.5MP,_world
30.jpg,Which continent label appears at the top-center of the map?,Asia,['Visual'],Single Entity,_network,0.1–0.5MP,_world
30.jpg,Which label is printed as the largest font?,MIGRATION OF EARLY HUMANS,"['Visual', 'Comparative']",Single Entity,_network,0.1–0.5MP,_world
30.jpg,Which arrow color represents migration 1.9 million years ago?,Pink,['Visual'],Single Entity,_network,0.1–0.5MP,_world
30.jpg,Which is the westernmost continent on the map,Africa,"['Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_world
30.jpg,Where is Atlantic Ocean on the map?,Left and Right.,['Positional'],Single Entity,_network,0.1–0.5MP,_world
31.png,"In the population cartogram (larger map), which candidate's territory appears larger in total area?",Obama,"['Visual', 'Comparative']",Single Entity,_cartogram,0.5–2MP,_country
31.png,How many blue states completely border only other blue states in the population cartogram?,8,"['Visual', 'Positional']",Counting,_cartogram,0.5–2MP,_country
31.png,"On the conventional map, which Romney state is positioned furthest north?",Alaska,"['Positional', 'Comparative']",Single Entity,_cartogram,0.5–2MP,_country
31.png,Which state appears larger in the population cartogram compared to the conventional map?,New York,"['Visual', 'Comparative']",Single Entity,_cartogram,0.5–2MP,_country
31.png,Which candidate won the cartogram’s most distorted states?,Obama,['Comparative'],Single Entity,_cartogram,0.5–2MP,_country
31.png,Which coastal Romney state is nearly surrounded by blue on the cartogram?,South Carolina,"['Visual', 'Positional']",Single Entity,_cartogram,0.5–2MP,_country
31.png,"In the population cartogram, how many red states share a border with Florida?",0,"['Visual', 'Positional']",Counting,_cartogram,0.5–2MP,_country
31.png,Which state in the Northeast region appears smallest in the population cartogram?,Vermont,"['Visual', 'Positional', 'Comparative']",Single Entity,_cartogram,0.5–2MP,_country
31.png,Which candidate won more recognizably shaped states on the cartogram?,Romney,"['Visual', 'Comparative']",Single Entity,_cartogram,0.5–2MP,_country
31.png,How many red states gain extra blue neighbors on the cartogram?,4,['Visual'],Counting,_cartogram,0.5–2MP,_country
32.jpg, How many stops are there along the entire route?,31,['Positional'],Counting,_network,0.1–0.5MP,_neighborhood
32.jpg,how many right turns are there if you start from great america,5,['Positional'],Counting,_network,0.1–0.5MP,_neighborhood
32.jpg,how many left turns are there if you start from great america,10,['Positional'],Counting,_network,0.1–0.5MP,_neighborhood
32.jpg,does the route go through hollenbeck Avenue,No,['Positional'],Boolean,_network,0.1–0.5MP,_neighborhood
32.jpg,does the route go through Calabazas Creek,No,['Positional'],Boolean,_network,0.1–0.5MP,_neighborhood
32.jpg,Are there any loops in the route,No,['Other'],Boolean,_network,0.1–0.5MP,_neighborhood
32.jpg,"If I say that the distance between two consecutive stops is 0.5 mile, then the route length is",15 miles,['Positional'],Reasoning,_network,0.1–0.5MP,_neighborhood
32.jpg,is there a freeway that crosses the bus route,yes,['Positional'],Boolean,_network,0.1–0.5MP,_neighborhood
32.jpg,How many right turn if you start from El camino real,11,['Positional'],Counting,_network,0.1–0.5MP,_neighborhood
32.jpg,How many left turn if you start from El camino real,7,['Positional'],Counting,_network,0.1–0.5MP,_neighborhood
33.jpg,how many countries has 1-10 billion barrels of oil?,23,['Other'],Counting,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,what is the barrels of oil range for the United States?,10-40 billion barrels,['Other'],Single Entity,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,how many countries has 100+ billion barrels of oil?,2,['Other'],Counting,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,how many countries has 10-40 billion barrels of oil?,5,['Other'],Counting,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,what is the barrels of oil range for the Qatar as measured in billion barrels? Give minimum and maximum values separated by commas,"1,10",['Other'],Listing,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,what is the barrels of oil range for the Norway as measured in billion barrels? Give minimum and maximum values separated by commas,"10,50",['Other'],Listing,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,is there a country in North or South America that has 100+ billion barrels of oil?,No,['Positional'],Boolean,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,what symbolizes 1-10 barrels of oil?,The color yellow,['Visual'],Single Entity,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,what symbolizes 1 billion barrels?,Each square,['Visual'],Single Entity,_cartogram,0.1–0.5MP,_subcontinent
33.jpg,is there a country in Africa that has 100+ barrels of oil?,No,['Other'],Boolean,_cartogram,0.1–0.5MP,_subcontinent
34.jpg,How many times does the ferry route cross its own path on this map?,0,['Positional'],Counting,_network,0.1–0.5MP,_region
34.jpg,What is the name of the small island visible between Long Island and Peaks Island?,Overset Island,"['Visual', 'Positional']",Single Entity,_network,0.1–0.5MP,_region
34.jpg,What is the easternmost island shown on this map?,Rogues Island,"['Visual', 'Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_region
34.jpg,Which mapping service is credited at the bottom right of this map?,OpenStreetMap or OpenMapiles,"['Positional', 'Comparative']",Single Entity,_network,0.1–0.5MP,_region
34.jpg,"How many islands with ""Island"" in their name are shown on the western half of this map?",1,"['Visual', 'Positional']",Counting,_network,0.1–0.5MP,_region
34.jpg,What is the smallest named island visible on this map?,Junk of Pork,"['Visual', 'Comparative']",Single Entity,_network,0.1–0.5MP,_region
34.jpg,Which labeled island appears to be connected to the mainland by a bridge or causeway?,Mackworth Island,"['Visual', 'Positional']",Single Entity,_network,0.1–0.5MP,_region
34.jpg,What is the name of the island located directly east of Long Island?,Cow Island,['Positional'],Single Entity,_network,0.1–0.5MP,_region
34.jpg,How many different islands does the ferry route actually stop at (excluding mainland)?,4,['Other'],Counting,_network,0.1–0.5MP,_region
34.jpg,Which bay or body of water contains all these islands?,Casco Bay,['Positional'],Single Entity,_network,0.1–0.5MP,_region
35.jpg,What is the eastern endpoint of the ferry route?,Provincetown,['Positional'],Single Entity,_network,0.1–0.5MP,_region
